real_name,x1,x2,x3,x4,x5,x6
gen=0_member=0,8.474463551,6.075010227,1.432953741,3.88289158,3.814393755,4.533046839
gen=0_member=1,9.012218755,3.998736899,2.736301991,4.828772723,1.123571316,4.210095855
gen=0_member=2,1.953213407,2.383722803,4.54297083,4.499489957,3.567637709,4.427141444
gen=0_member=3,5.186284393,0.927652721,3.013112933,4.967528295,1.744580058,4.689099799
gen=0_member=4,6.420786991,2.873413097,4.433724715,2.228544522,4.462294662,1.714665391
gen=0_member=5,7.063668305,0.24031741,2.834314304,1.297273573,2.685850659,1.052923786
gen=0_member=6,1.343286516,6.441893123,3.711863812,1.201704309,2.32379224,6.282923092
gen=0_member=7,9.791175638,7.842136802,4.054934179,3.493407245,3.840139256,4.814973106
gen=0_member=8,6.16667807,2.40576692,3.107718127,3.699574053,4.632710077,7.214119304
gen=0_member=9,8.302055952,8.453961804,4.237385354,2.258534285,2.993575332,2.992683082
gen=0_member=10,3.854246352,4.675825318,1.830367074,1.348715156,2.506397003,9.373008721
gen=0_member=11,6.521876208,4.747200296,2.641419981,3.659386676,4.778205249,0.903038082
gen=0_member=12,9.706505324,8.360600231,4.333091132,3.372767392,2.878359281,3.063003579
gen=0_member=13,1.03710427,2.026663781,2.533768811,4.52164563,4.52307993,0.186392646
gen=0_member=14,6.555538941,3.7469286,4.001900633,5.220721268,2.8544611,3.600842207
gen=0_member=15,4.818766037,4.97159362,1.127905109,3.14293148,1.055409743,7.846284046
gen=0_member=16,1.059704235,8.330903652,1.447405254,4.941339844,3.288648135,0.002848992
gen=0_member=17,4.327905216,5.051594425,2.416327358,0.848283622,4.225887892,2.91046673
gen=0_member=18,2.51165482,9.984200734,2.701951909,0.066613017,1.569635051,0.829561936
gen=0_member=19,6.450294207,9.904465283,3.794685751,3.689323921,2.454401084,9.241199944
gen=0_member=20,5.349801078,4.065019325,1.117101628,0.193252907,3.401041432,1.136385456
gen=0_member=21,6.724467574,8.772308886,1.094615701,1.570976226,4.033607606,2.057875324
gen=0_member=22,3.454597828,1.067547162,4.660573352,2.375766101,3.97400261,1.378811538
gen=0_member=23,7.923143779,9.362340966,4.932040979,5.486450536,2.83723164,7.486716416
gen=0_member=24,1.495158962,1.935235442,1.89752455,5.831181273,2.059662809,3.924451511
gen=0_member=25,8.252059111,0.187203211,2.147191804,3.470087534,1.633578286,9.126915427
gen=0_member=26,2.226544634,4.222381207,2.30772318,4.204072503,3.453860991,0.576323426
gen=0_member=27,2.828984488,6.655769359,3.813091629,3.758398759,3.042328845,4.704401028
gen=0_member=28,8.899605247,6.939395927,4.036398788,3.91433132,1.439451916,6.175287991
gen=0_member=29,7.326152026,7.167129887,4.133152534,1.022921481,3.239845132,2.169528523
gen=0_member=30,1.707075382,0.587190516,2.398161158,0.157292495,4.567110777,5.688337214
gen=0_member=31,6.125683796,8.297508423,2.787949103,2.980266148,4.24745238,4.052525451
gen=0_member=32,2.129384851,6.850524373,1.230495899,2.302606756,1.985712745,5.709207045
gen=0_member=33,1.224665656,4.003289421,2.478596588,5.895861154,3.783989248,2.798840318
gen=0_member=34,5.639069475,1.387670492,1.713620979,5.093970621,3.076502543,9.85509454
gen=0_member=35,2.781659083,3.474629649,3.086061231,4.882294818,1.266058827,1.495856319
gen=0_member=36,1.84124233,0.27227624,4.109631394,4.242789854,4.929860453,1.293827693
gen=0_member=37,2.176921206,8.154993073,2.431349259,2.839668164,1.872097089,2.817157421
gen=0_member=38,9.941214503,1.347787593,4.441138815,1.624964128,4.705164317,2.334027355
gen=0_member=39,0.279867208,7.511267423,3.594726954,0.817228553,4.21250968,7.102886343
gen=0_member=40,5.210931629,6.169230757,3.995081633,4.420548562,4.003906331,4.019999006
gen=0_member=41,6.207324186,4.17864784,3.158585921,4.366847912,2.199011321,5.228339284
gen=0_member=42,0.748274271,7.446621878,1.344329326,0.463521808,1.547804986,7.922543071
gen=0_member=43,9.539250223,9.22834652,4.361545733,3.980523287,1.02195445,4.152032845
gen=0_member=44,8.729885601,3.587268381,4.520903947,3.550110514,4.738553397,5.480364043
gen=0_member=45,3.1385168,7.896718536,3.656021524,3.613506229,2.106424479,1.854552658
gen=0_member=46,4.616189875,0.058906452,3.551691642,0.396960862,1.809891641,9.34335142
gen=0_member=47,0.651552404,3.810362331,4.883156813,1.122367013,2.713837652,2.463200464
gen=0_member=48,1.366547129,5.296203194,3.063809634,2.906959642,2.018834513,9.623977894
gen=0_member=49,5.847999546,5.458006742,4.64875701,4.337958974,2.535897233,5.951529349
gen=0_member=50,3.079454245,5.930136775,1.980005425,1.48335968,1.672997458,4.468296648
gen=0_member=51,8.20044911,6.323896444,2.518109806,3.727322041,1.368881306,6.641053211
gen=0_member=52,2.299031691,9.570518541,2.908852138,5.696788212,2.032940653,6.849050713
gen=0_member=53,3.776558406,3.445339944,1.041112572,5.30885658,3.838989475,8.081701162
gen=0_member=54,4.770279942,3.096423447,1.390400597,1.762908993,2.254523707,8.352866021
gen=0_member=55,4.911241003,3.870446783,2.74990019,2.51086048,4.746029966,2.287141338
gen=0_member=56,0.050464565,7.012666867,3.374569098,0.515944234,1.060065396,9.802675178
gen=0_member=57,1.697584434,7.123516673,2.966580337,0.723818629,3.920513357,3.402389009
gen=0_member=58,6.257747511,1.413843435,4.713086486,5.007746331,1.335793751,8.754802275
gen=0_member=59,3.926811234,7.287923852,3.029535403,3.938657067,4.382404247,2.024313999
gen=0_member=60,9.143081351,1.88352298,1.641339995,3.851750318,1.243459968,1.043671679
gen=0_member=61,9.953975345,5.157160432,1.193102167,2.662597391,1.525916295,7.260343776
gen=0_member=62,6.989061669,5.508795676,2.015153083,0.018689655,3.390214894,2.508589338
gen=0_member=63,4.652864692,3.943059064,3.957394658,3.071318542,3.685491752,2.591716345
gen=0_member=64,4.3528559,9.165929298,2.594323466,2.196634694,1.086453351,3.152359501
gen=0_member=65,9.605423471,7.683469287,2.040581193,0.95056403,4.977648626,8.83109776
gen=0_member=66,0.176594117,0.6909101,1.504380306,4.915672431,4.791024365,0.488091386
gen=0_member=67,3.844931135,3.533611763,2.447098667,5.021833525,2.755400702,9.751826647
gen=0_member=68,6.306253128,9.71371499,1.901921388,2.042681402,4.995137375,2.233826506
gen=0_member=69,4.530301376,0.527360875,4.149440812,1.170414972,3.911602776,8.205293472
gen=0_member=70,5.761609048,5.706274247,1.931637088,2.120339875,3.952911295,6.661853057
gen=0_member=71,8.025215313,5.374996093,3.761778401,0.75572903,2.286485098,0.142053901
gen=0_member=72,5.087913284,0.603636642,3.490819707,4.575223184,1.611218299,8.951490745
gen=0_member=73,2.590731979,8.739121948,3.679416932,3.344494879,4.911571714,8.130012629
gen=0_member=74,4.481465794,9.809914769,3.322095779,1.958793357,3.35643847,7.621286357
gen=0_member=75,1.794923327,2.223276373,2.982747269,0.550938505,4.355060356,5.917890607
gen=0_member=76,6.619668023,9.464715746,4.760544582,5.122886278,1.315458011,9.416263741
gen=0_member=77,6.03838982,1.011162803,3.346451285,0.275590089,1.835459379,0.37083406
gen=0_member=78,9.175295045,4.935930795,1.968352695,1.06994638,1.767192797,7.150021169
gen=0_member=79,7.117358307,2.171248432,2.250400325,5.995405337,4.489599795,2.441158366
gen=0_member=80,7.586903602,3.757596031,2.067111177,5.069538725,2.359427836,2.141830427
gen=0_member=81,1.568794742,9.631598674,4.306409622,5.702689398,3.885144567,8.704101273
gen=0_member=82,9.246735344,7.090556693,4.599013791,3.837643944,1.385921802,6.9168474
gen=0_member=83,2.888099269,1.253684289,4.612922397,4.097332598,2.314390327,3.967704297
gen=0_member=84,6.75062133,2.627515304,1.639992139,5.912792153,2.925583258,1.753860043
gen=0_member=85,9.839809265,3.048577912,1.561960386,1.831615746,2.676182843,3.387222866
gen=0_member=86,7.885398763,2.964628442,1.150198658,0.379113954,3.748518358,3.573167397
gen=0_member=87,1.434652853,6.812912161,1.722522645,1.909851768,3.523949073,0.283869595
gen=0_member=88,8.767383552,9.070728361,1.520603585,0.035186371,3.190461881,8.191807443
gen=0_member=89,8.607982915,9.692358513,2.67388707,3.297145754,3.634360871,3.227193211
gen=0_member=90,6.92427405,2.797773545,1.200713967,4.40249075,1.175888428,4.317458131
gen=0_member=91,4.570047603,4.595504445,3.621483801,1.711337326,3.438480501,5.631739978
gen=0_member=92,7.437527174,2.933365919,2.95963034,0.493923273,3.988227849,7.718935022
gen=0_member=93,3.58366109,0.705118066,4.195934861,5.266281407,4.685892764,5.306356048
gen=0_member=94,5.000264131,7.235921887,1.606656037,5.960116481,1.480264811,9.543723983
gen=0_member=95,5.439637356,6.98203573,4.954708324,5.491151053,2.617607576,8.400250957
gen=0_member=96,5.397812419,2.535239624,4.29117312,5.534082416,4.376246049,9.073167474
gen=0_member=97,6.833332329,7.638514387,4.408903735,1.288641947,1.732107783,9.007362776
gen=0_member=98,8.694053799,4.29688352,1.065652764,4.454670966,2.377319774,6.985991812
gen=0_member=99,0.03361698,2.701299987,4.21509241,2.53721422,1.581964289,0.959204675
gen=0_member=100,3.350249338,3.321456456,2.884611578,3.790514942,2.176097448,6.387337496
gen=0_member=101,2.362754479,5.041471155,2.32061257,5.13042171,4.645164139,6.405067342
gen=0_member=102,2.944153644,8.530149948,2.573645391,2.768676213,4.269522154,4.572034648
gen=0_member=103,8.575442733,1.14246863,4.822856899,2.684038982,4.67533858,0.897779198
gen=0_member=104,9.584257743,5.315774446,1.687364396,4.262745233,1.204611184,3.828382419
gen=0_member=105,3.538700138,2.697930747,3.869658699,0.263062367,3.129640986,5.845477977
gen=0_member=106,5.740861541,0.36289055,2.684428045,3.411196097,1.842309018,8.605436275
gen=0_member=107,7.731534398,7.744754585,3.450198743,1.156975101,3.702859064,8.914485877
gen=0_member=108,9.852866971,9.282151937,3.316825381,2.562343213,2.232021489,3.485717863
gen=0_member=109,2.68147539,5.147311078,2.093170106,1.237528037,4.183272143,0.743751734
gen=0_member=110,4.246185714,0.870528329,4.698690612,2.803758688,2.430825057,5.429475958
gen=0_member=111,7.963019863,1.95612339,1.942978592,1.438724122,1.684151105,5.256841291
gen=0_member=112,2.343600314,9.850176148,2.545596889,3.536110907,1.110337015,9.911076851
gen=0_member=113,4.701231235,9.793261209,1.580998678,2.951240493,3.641618976,4.397522415
